Strata;Plot;Individuals;Specie;Height;Diameter
4;28;1201;Pseudopiptadenia brenanii;4;5.188451145
4;28;1201;Pseudopiptadenia brenanii;4;4.774648293
4;28;1201;Pseudopiptadenia brenanii;4;4.13802852
4;28;1202;Pseudopiptadenia brenanii;2;8.116902098
4;28;1202;Pseudopiptadenia brenanii;2;5.092958179
4;28;1202;Pseudopiptadenia brenanii;2;7.8304232
4;28;1202;Pseudopiptadenia brenanii;2;5.729577951
4;28;1203;morta;5.5;9.390141642
4;28;1203;morta;5.5;5.729577951
4;28;1204;Pseudopiptadenia brenanii;4.5;6.68450761
4;28;1205;Pseudopiptadenia brenanii;4;5.920563883
4;28;1206;Poecilanthe sp.1;4;5.252113122
4;28;1207;Pseudopiptadenia brenanii;6;11.65014183
4;28;1207;Pseudopiptadenia brenanii;6;7.957747155
4;28;1208;Pseudopiptadenia brenanii;4;4.774648293
4;28;1209;Pseudopiptadenia brenanii;5;8.498873961
4;28;1210;Pseudopiptadenia brenanii;5;7.480282325
4;28;1211;morta;4;5.729577951
4;28;1212;Pseudopiptadenia brenanii;6;10.9180291
4;28;1212;Pseudopiptadenia brenanii;6;9.199155711
4;28;1212;Pseudopiptadenia brenanii;6;6.366197724
4;28;1213;Pseudopiptadenia brenanii;4;5.092958179
4;28;1214;Pseudopiptadenia brenanii;3;7.957747155
4;28;1214;Pseudopiptadenia brenanii;3;5.092958179
4;28;1214;Pseudopiptadenia brenanii;3;5.092958179
4;28;1215;Casearia commersoniana;3;4.456338407
4;28;1216;Pseudopiptadenia brenanii;4.5;9.071831756
4;28;1216;Pseudopiptadenia brenanii;4.5;6.207042781
4;28;1216;Pseudopiptadenia brenanii;4.5;7.002817496
4;28;1216;Pseudopiptadenia brenanii;4.5;4.774648293
4;28;1217;morta;3;4.997465213
4;28;1218;Pseudopiptadenia brenanii;5;7.002817496
4;28;1218;Pseudopiptadenia brenanii;5;5.252113122
4;28;1218;Pseudopiptadenia brenanii;5;4.774648293
4;28;1218;Pseudopiptadenia brenanii;5;4.456338407
4;28;1219;Dalbergia miscolobium;5;6.175211792
4;28;1220;Pseudopiptadenia brenanii;4;6.525352667
4;28;1220;Pseudopiptadenia brenanii;4;5.092958179
4;28;1221;Pseudopiptadenia brenanii;5;6.238873769
4;28;1221;Pseudopiptadenia brenanii;5;6.366197724
4;28;1221;Pseudopiptadenia brenanii;5;4.774648293
4;28;1221;Pseudopiptadenia brenanii;5;5.729577951
4;28;1222;Pseudopiptadenia brenanii;4.5;6.270704758
4;28;1223;Pseudopiptadenia brenanii;4.5;11.4591559
4;28;1223;Pseudopiptadenia brenanii;4.5;11.14084602
4;28;1224;Dalbergia miscolobium;4;5.092958179
4;28;1225;Ficus caatingae;4.5;8.403380995
4;28;1226;Manihot caerulescens;4;4.774648293
4;28;1227;Pseudopiptadenia brenanii;5;5.729577951
4;28;1227;Pseudopiptadenia brenanii;5;5.092958179
4;28;1228;Ficus caatingae;4;5.729577951
4;28;1229;Pseudopiptadenia brenanii;5.5;7.321127382
4;28;1230;Pseudopiptadenia brenanii;5.5;7.002817496
4;28;1230;Pseudopiptadenia brenanii;5.5;5.092958179
4;28;1230;Pseudopiptadenia brenanii;5.5;6.525352667
4;28;1230;Pseudopiptadenia brenanii;5.5;6.175211792
4;28;1230;Pseudopiptadenia brenanii;5.5;5.411268065
4;28;1230;Pseudopiptadenia brenanii;5.5;5.092958179
4;28;1230;Pseudopiptadenia brenanii;5.5;4.774648293
4;28;1231;Pseudopiptadenia brenanii;4.5;5.602253997
4;28;1232;Pseudopiptadenia brenanii;5;7.957747155
4;28;1232;Pseudopiptadenia brenanii;5;8.594366927
4;28;1232;Pseudopiptadenia brenanii;5;7.002817496
4;28;1232;Pseudopiptadenia brenanii;5;6.366197724
4;28;1233;Manihot caerulescens;3.5;5.092958179
4;28;1234;Pseudopiptadenia brenanii;4.5;7.957747155
4;28;1234;Pseudopiptadenia brenanii;4.5;5.092958179
4;28;1235;morta;5;9.390141642
4;28;1236;Byrsonima gardneriana;5;14.00563499
4;28;1236;Byrsonima gardneriana;5;8.689859893
4;28;1236;Byrsonima gardneriana;5;5.092958179
4;28;1236;Byrsonima gardneriana;5;5.252113122
4;28;1237;Pseudopiptadenia brenanii;5;12.41408556
4;28;1237;Pseudopiptadenia brenanii;5;11.14084602
4;28;1238;Pseudopiptadenia brenanii;5;11.4591559
4;28;1238;Pseudopiptadenia brenanii;5;10.82253613
4;28;1239;Pseudopiptadenia brenanii;5;10.18591636
4;28;1239;Pseudopiptadenia brenanii;5;11.77746579
4;28;1240;Apuleia leiocarpa;4.5;6.047887837
4;28;1241;Pseudopiptadenia brenanii;4.5;5.092958179
4;28;1241;Pseudopiptadenia brenanii;4.5;5.729577951
4;28;1242;Pseudopiptadenia brenanii;4.5;7.957747155
4;28;1242;Pseudopiptadenia brenanii;4.5;6.68450761
4;28;1242;Pseudopiptadenia brenanii;4.5;5.092958179
4;28;1243;Pseudopiptadenia brenanii;4.5;5.411268065
4;28;1244;morta;4.5;5.729577951
4;28;1244;morta;4.5;5.411268065
4;28;1244;morta;4.5;8.276057041
4;28;1245;Pseudopiptadenia brenanii;4.5;7.957747155
4;28;1246;Apuleia leiocarpa;4.5;6.589014644
4;28;1247;morta;5;8.594366927
4;28;1248;morta;5;5.092958179
4;28;1248;Pseudopiptadenia brenanii;5;7.321127382
4;28;1249;Lachesiodendron viridiflorum;5;5.729577951
4;28;1250;Pseudopiptadenia brenanii;5;7.957747155
4;28;1251;Hyptidendron amethystoides;4.5;5.411268065
4;28;1252;Pseudopiptadenia brenanii;4.5;9.867606472
4;28;1252;Pseudopiptadenia brenanii;4.5;5.092958179
4;28;1253;Pseudopiptadenia brenanii;4.5;7.002817496
