Strata;Plot;Individuals;Specie;Height;Diameter
2;27;1190;Strychnos brasiliensis;2;3.596901714
2;27;1191;Eugenia sp.1;4;7.639437268
2;27;1191;Eugenia sp.1;4;7.639437268
2;27;1192;Strychnos brasiliensis;2;4.456338407
2;27;1193;Lachesiodendron viridiflorum;3;5.092958179
2;27;1194;Dalbergia miscolobium;4;5.092958179
2;27;1195;Strychnos brasiliensis;3;5.252113122
2;27;1195;Strychnos brasiliensis;3;4.456338407
2;27;1195;Strychnos brasiliensis;3;3.819718634
2;27;1195;Strychnos brasiliensis;3;3.501408748
2;27;1196;Strychnos brasiliensis;3;3.183098862
2;27;1197;Pavonia erythrolema;3;3.819718634
2;27;1198;morta;2;3.183098862
2;27;1199;Solanum rhytidoandrum;2;3.501408748
2;27;1200;Lachesiodendron viridiflorum;4;7.321127382
2;27;1200;Lachesiodendron viridiflorum;4;3.819718634
2;27;1200;Lachesiodendron viridiflorum;4;3.374084794
2;27;1200;Lachesiodendron viridiflorum;4;4.456338407
2;29;1;Dalbergia cearensis;3.5;6.68450761
2;29;2;morta;2.5;7.002817496
2;29;3;Erythroxylum laetevirens;3;5.092958179
2;29;4;Erythroxylum laetevirens;3;5.092958179
2;29;4;Erythroxylum laetevirens;3;4.13802852
2;29;5;morta;3;6.366197724
2;29;6;Lachesiodendron viridiflorum;4;5.729577951
2;29;6;Lachesiodendron viridiflorum;4;4.774648293
2;29;7;Dalbergia cearensis;3;5.092958179
2;29;8;Lachesiodendron viridiflorum;3;3.501408748
2;29;9;Erythroxylum laetevirens;3;5.092958179
2;29;9;Erythroxylum laetevirens;3;4.456338407
2;29;9;Erythroxylum laetevirens;3;3.819718634
2;29;10;Lachesiodendron viridiflorum;3;3.978873577
2;29;11;Lachesiodendron viridiflorum;3;6.047887837
2;29;12;Lachesiodendron viridiflorum;4.5;8.912676813
2;29;12;Lachesiodendron viridiflorum;4.5;8.276057041
2;29;12;Lachesiodendron viridiflorum;4.5;6.366197724
2;29;13;Dalbergia cearensis;4;8.75352187
2;29;14;Neocalyptrocalyx longifolium;3;6.047887837
2;29;15;Lachesiodendron viridiflorum;3;5.092958179
2;29;16;Erythroxylum laetevirens;4;5.092958179
2;29;16;Erythroxylum laetevirens;4;4.774648293
2;29;16;Erythroxylum laetevirens;4;4.297183463
2;29;16;Erythroxylum laetevirens;4;4.297183463
2;29;17;Lachesiodendron viridiflorum;3;3.660563691
2;29;18;Spondias tuberosa;3;6.366197724
2;29;19;Dalbergia cearensis;5;7.957747155
2;29;20;Lachesiodendron viridiflorum;3;3.501408748
2;29;21;Erythroxylum laetevirens;3;7.957747155
2;29;22;Dalbergia cearensis;3.5;6.047887837
2;29;23;Balfourodendron molle;5;6.68450761
2;29;24;Lachesiodendron viridiflorum;3;6.525352667
2;29;24;Lachesiodendron viridiflorum;3;6.525352667
2;29;25;Lachesiodendron viridiflorum;4;3.501408748
2;29;26;Erythroxylum laetevirens;3;7.480282325
2;29;26;Erythroxylum laetevirens;3;6.047887837
2;29;27;Lachesiodendron viridiflorum;4;5.252113122
2;29;28;Machaerium acutifolium;3;6.68450761
2;29;29;Dalbergia cearensis;4;3.819718634
2;29;30;Dalbergia cearensis;4;10.18591636
2;29;30;Dalbergia cearensis;4;6.525352667
2;29;31;Apuleia leiocarpa;6;9.612958563
2;29;32;morta;3;5.729577951
2;29;33;Lachesiodendron viridiflorum;4;6.68450761
2;29;34;Lachesiodendron viridiflorum;3;3.501408748
2;29;35;Lachesiodendron viridiflorum;4;5.188451145
2;29;36;Lachesiodendron viridiflorum;3;6.366197724
2;29;36;Lachesiodendron viridiflorum;3;5.092958179
2;29;36;Lachesiodendron viridiflorum;3;4.774648293
2;29;37;Dalbergia cearensis;3;4.13802852
2;29;38;Dalbergia cearensis;3;4.774648293
2;29;39;Godmania dardanoi;5;8.116902098
2;29;40;morta;2;6.270704758
2;29;41;Machaerium acutifolium;4;5.729577951
2;29;42;Lachesiodendron viridiflorum;4;5.092958179
2;29;43;Apuleia leiocarpa;2;4.774648293
2;29;44;Lachesiodendron viridiflorum;3.5;11.4591559
2;29;45;Dalbergia cearensis;4;4.965634224
2;29;46;Machaerium acutifolium;3;5.379437077
2;29;47;Neocalyptrocalyx longifolium;3.5;7.257465405
2;29;48;Lachesiodendron viridiflorum;4;5.347606088
2;29;49;Apuleia leiocarpa;5;8.912676813
2;29;50;Lachesiodendron viridiflorum;3;5.888732894
2;29;50;Lachesiodendron viridiflorum;3;5.53859202
2;29;51;morta;3;4.010704566
2;29;52;Eugenia sp.1;3;5.092958179
2;29;53;Lachesiodendron viridiflorum;3;4.774648293
2;29;54;Lachesiodendron viridiflorum;3;5.729577951
2;29;54;Lachesiodendron viridiflorum;3;3.087605896
2;29;54;Lachesiodendron viridiflorum;3;3.183098862
2;29;55;Dalbergia cearensis;4;6.46169069
2;29;55;Dalbergia cearensis;4;5.888732894
2;29;56;Dalbergia cearensis;5;7.957747155
2;29;57;Lachesiodendron viridiflorum;3;3.246760839
2;29;57;Lachesiodendron viridiflorum;3;3.087605896
2;29;57;Lachesiodendron viridiflorum;3;3.501408748
2;29;58;Annona leptopetala;4;6.238873769
2;29;59;Dalbergia cearensis;4;7.161972439
2;29;60;Dalbergia cearensis;4;6.270704758
2;29;61;morta;3;5.729577951
2;29;61;morta;3;3.819718634
2;29;62;Dalbergia cearensis;4.5;9.867606472
2;29;62;Dalbergia cearensis;4.5;7.639437268
2;29;63;Dalbergia cearensis;4;7.957747155
2;29;64;Lachesiodendron viridiflorum;4;5.156620156
2;29;65;Dalbergia cearensis;3;5.092958179
2;29;65;Dalbergia cearensis;3;4.774648293
2;29;66;Lachesiodendron viridiflorum;4;5.729577951
2;29;66;Lachesiodendron viridiflorum;4;11.4591559
2;29;66;Lachesiodendron viridiflorum;4;3.819718634
2;29;67;Dalbergia cearensis;5;16.55211408
2;29;67;Dalbergia cearensis;7;8.085071109
2;29;68;morta;3;5.029296202
2;29;69;Dalbergia cearensis;3;7.8304232
2;29;70;morta;3;5.729577951
2;29;71;Erythroxylum laetevirens;4;11.14084602
2;29;71;Erythroxylum laetevirens;4;10.50422624
2;29;71;Erythroxylum laetevirens;4;11.58647986
2;29;71;Erythroxylum laetevirens;4;3.183098862
2;29;72;Dalbergia cearensis;3;5.729577951
2;29;73;Eugenia sp.1;2;3.087605896
2;29;74;Lachesiodendron viridiflorum;2;5.729577951
2;29;74;Lachesiodendron viridiflorum;2;5.092958179
2;29;75;Dalbergia cearensis;3;4.83831027
2;29;76;Lachesiodendron viridiflorum;4;4.520000384
2;29;77;Annona leptopetala;4;5.156620156
2;29;77;Annona leptopetala;4;3.501408748
2;29;78;Lachesiodendron viridiflorum;4;5.729577951
2;29;78;Lachesiodendron viridiflorum;4;6.207042781
2;29;79;Dalbergia cearensis;5;9.199155711
2;29;80;Annona leptopetala;3;5.729577951
2;29;81;Annona leptopetala;3;5.092958179
2;29;82;morta;3;9.549296586
2;29;83;Dalbergia cearensis;2;9.708451529
2;29;83;Dalbergia cearensis;2;5.252113122
2;29;84;Lachesiodendron viridiflorum;3;4.13802852
2;29;84;Lachesiodendron viridiflorum;3;3.501408748
2;29;85;Annona leptopetala;3;4.83831027
2;29;85;Annona leptopetala;3;3.183098862
2;29;86;Commiphora leptophloeos;4;14.00563499
2;29;87;Annona leptopetala;4;5.729577951
2;29;88;Lachesiodendron viridiflorum;4;5.156620156
2;29;88;Lachesiodendron viridiflorum;4;4.774648293
2;29;89;Dalbergia cearensis;5;7.193803428
2;29;90;Poecilanthe sp.1;4.5;11.61831085
2;29;91;morta;3;7.957747155
2;29;91;morta;3;9.230986699
2;29;91;morta;3;7.639437268
2;29;92;Dalbergia cearensis;5;7.957747155
2;29;93;Dalbergia cearensis;4;7.321127382
2;29;94;Dalbergia cearensis;4;7.321127382
2;29;95;morta;4;18.4619734
2;29;96;Lachesiodendron viridiflorum;3;3.819718634
2;29;97;morta;4;5.729577951
2;31;152;Lachesiodendron viridiflorum;4;6.366197724
2;31;153;Lachesiodendron viridiflorum;3;3.819718634
2;31;153;Lachesiodendron viridiflorum;3;3.183098862
2;31;154;morta;3;5.156620156
2;31;154;morta;3;3.183098862
2;31;155;Lachesiodendron viridiflorum;4;4.774648293
2;31;156;Erythroxylum laetevirens;4;5.411268065
2;31;156;Erythroxylum laetevirens;4;5.856901906
2;31;156;Erythroxylum laetevirens;4;9.358310654
2;31;157;Erythroxylum laetevirens;3;3.819718634
2;31;158;Neocalyptrocalyx longifolium;3;6.175211792
2;31;158;Neocalyptrocalyx longifolium;3;5.729577951
2;31;159;Eugenia sp.1;3;3.501408748
2;31;160;morta;4;6.366197724
2;31;161;Dalbergia cearensis;4;5.729577951
2;31;162;Aspidosperma pyrifolium;5;8.785352859
2;31;163;Erythroxylum laetevirens;3;3.819718634
2;31;163;Erythroxylum laetevirens;3;3.087605896
2;31;164;Lachesiodendron viridiflorum;2;5.092958179
2;31;165;Dalbergia cearensis;4.5;6.238873769
2;31;166;Dalbergia cearensis;4;6.175211792
2;31;167;Zanthoxylum hamadryadicum;3;5.411268065
2;31;168;Lachesiodendron viridiflorum;4;7.734930234
2;31;169;Zanthoxylum hamadryadicum;4;6.175211792
2;31;170;morta;4;7.957747155
2;31;171;morta;4;5.029296202
2;31;172;morta;3;3.183098862
2;31;173;Dalbergia cearensis;4;5.124789168
2;31;174;Dalbergia cearensis;4;4.13802852
2;31;175;Dalbergia cearensis;3;4.870141259
2;31;176;Erythroxylum laetevirens;4;4.13802852
2;31;176;Erythroxylum laetevirens;4;4.456338407
2;31;177;morta;4;7.257465405
2;31;178;Lachesiodendron viridiflorum;3;4.13802852
2;31;178;Lachesiodendron viridiflorum;3;4.456338407
2;31;179;morta;3;9.931268449
2;31;180;Erythroxylum laetevirens;4;4.13802852
2;31;181;Tabaroa caatingicola;4;4.520000384
2;31;182;Lachesiodendron viridiflorum;4;5.092958179
2;31;183;Erythroxylum laetevirens;4;10.82253613
2;31;183;Erythroxylum laetevirens;4;7.002817496
2;31;183;Erythroxylum laetevirens;4;5.729577951
2;31;184;Dalbergia cearensis;3;4.13802852
2;31;185;Zanthoxylum hamadryadicum;4;5.411268065
2;31;186;morta;3;5.729577951
2;31;187;morta;2;6.111549815
2;31;188;Lachesiodendron viridiflorum;3;7.639437268
2;31;188;Lachesiodendron viridiflorum;3;4.13802852
2;31;188;Lachesiodendron viridiflorum;3;5.729577951
2;31;189;morta;2;9.358310654
2;31;190;Dalbergia cearensis;4;4.456338407
2;31;191;Zanthoxylum hamadryadicum;4;8.403380995
2;31;192;Dalbergia cearensis;4;7.957747155
2;31;193;morta;3;6.366197724
2;31;194;Erythroxylum laetevirens;2;3.819718634
2;31;195;Erythroxylum laetevirens;4;6.366197724
2;31;195;Erythroxylum laetevirens;4;5.793239929
2;31;195;Erythroxylum laetevirens;4;4.13802852
2;31;195;Erythroxylum laetevirens;4;4.551831372
2;31;196;Commiphora leptophloeos;4.5;14.64225476
2;31;197;Lachesiodendron viridiflorum;4;7.002817496
2;31;197;Lachesiodendron viridiflorum;4;5.729577951
2;31;197;Lachesiodendron viridiflorum;4;5.092958179
2;31;198;morta;3;5.347606088
2;31;199;Lachesiodendron viridiflorum;4;9.549296586
2;31;199;Lachesiodendron viridiflorum;4;5.729577951
2;31;199;Lachesiodendron viridiflorum;4;4.297183463
2;31;199;Lachesiodendron viridiflorum;4;3.819718634
2;31;200;Erythroxylum laetevirens;4;9.040000768
2;31;200;Erythroxylum laetevirens;4;3.565070725
2;31;200;Erythroxylum laetevirens;4;4.13802852
2;31;200;Erythroxylum laetevirens;4;4.488169395
2;31;201;Lachesiodendron viridiflorum;4;7.639437268
2;31;202;Erythroxylum laetevirens;4;4.13802852
2;31;203;Erythroxylum laetevirens;4;5.793239929
2;31;203;Erythroxylum laetevirens;4;5.092958179
2;31;203;Erythroxylum laetevirens;4;5.856901906
2;31;203;Erythroxylum laetevirens;4;4.13802852
2;31;204;Zanthoxylum hamadryadicum;4;5.092958179
2;31;205;Dalbergia cearensis;4;3.819718634
2;31;206;Erythroxylum laetevirens;4;4.774648293
2;31;207;Erythroxylum laetevirens;4.5;10.18591636
2;31;207;Erythroxylum laetevirens;4.5;4.774648293
2;31;208;morta;4;4.456338407
2;31;209;Dalbergia cearensis;4;6.366197724
2;31;210;Eugenia sp.1;4;5.06112719
2;31;211;Eugenia sp.1;5;8.658028904
2;31;212;Dalbergia cearensis;4;6.366197724
2;31;213;Dalbergia cearensis;4;5.474930042
2;31;214;Eugenia sp.1;4;5.220282133
2;31;215;Erythroxylum laetevirens;4;3.819718634
2;31;215;Erythroxylum laetevirens;4;5.188451145
2;31;215;Erythroxylum laetevirens;4;3.246760839
2;31;215;Erythroxylum laetevirens;4;6.047887837
2;31;216;Lachesiodendron viridiflorum;3;6.366197724
2;31;217;Dalbergia cearensis;3;6.111549815
2;31;218;Erythroxylum laetevirens;3;3.183098862
2;31;219;Erythroxylum laetevirens;4.5;5.220282133
2;31;220;Dalbergia cearensis;4;3.819718634
2;31;220;Dalbergia cearensis;4;6.366197724
2;31;221;Erythroxylum laetevirens;4;6.366197724
2;31;222;Poecilanthe sp.1;5;8.912676813
2;31;223;Erythroxylum laetevirens;3;4.201690498
2;31;224;Erythroxylum laetevirens;4;5.220282133
2;31;225;Erythroxylum laetevirens;3;5.092958179
2;31;226;morta;3;5.729577951
2;31;227;Erythroxylum laetevirens;3;5.252113122
2;31;228;Erythroxylum laetevirens;4;9.581127574
2;31;229;Zanthoxylum hamadryadicum;4.5;6.111549815
2;31;230;Dalbergia cearensis;4;7.957747155
2;31;231;Dalbergia cearensis;4.5;11.33183195
2;31;232;morta;3;3.819718634
2;31;233;Lachesiodendron viridiflorum;4;5.729577951
2;31;233;Lachesiodendron viridiflorum;4;4.13802852
2;31;234;morta;5;9.358310654
2;31;235;Erythroxylum laetevirens;3.5;8.912676813
2;31;235;Erythroxylum laetevirens;3.5;7.002817496
2;31;235;Erythroxylum laetevirens;3.5;4.13802852
2;31;235;Erythroxylum laetevirens;3.5;7.734930234
2;31;235;Erythroxylum laetevirens;3.5;7.957747155
2;31;236;Lachesiodendron viridiflorum;3;6.111549815
2;31;237;morta;3;5.156620156
2;31;238;Lachesiodendron viridiflorum;4;5.729577951
2;31;238;Lachesiodendron viridiflorum;4;4.83831027
2;31;238;Lachesiodendron viridiflorum;4;7.002817496
2;31;238;Lachesiodendron viridiflorum;4;5.092958179
2;31;239;morta;3;5.092958179
2;31;240;morta;5;9.040000768
2;31;241;Dalbergia cearensis;4;3.819718634
2;31;242;Lachesiodendron viridiflorum;4;3.819718634
2;31;243;Dalbergia cearensis;4;7.002817496
2;31;244;Zanthoxylum hamadryadicum;5;10.6315502
2;32;245;Dalbergia cearensis;4;7.002817496
2;32;246;Lachesiodendron viridiflorum;4;5.156620156
2;32;247;Lachesiodendron viridiflorum;4;5.506761031
2;32;248;Zanthoxylum hamadryadicum;4;5.665915974
2;32;249;Erythroxylum laetevirens;4;6.366197724
2;32;250;Apuleia leiocarpa;3;4.456338407
2;32;251;Commiphora leptophloeos;4;15.69267739
2;32;252;Annona leptopetala;3;4.13802852
2;32;253;Lachesiodendron viridiflorum;3;4.13802852
2;32;254;Dalbergia cearensis;4;6.366197724
2;32;255;Dalbergia cearensis;3;3.819718634
2;32;256;Lachesiodendron viridiflorum;4;7.639437268
2;32;256;Lachesiodendron viridiflorum;4;5.092958179
2;32;256;Lachesiodendron viridiflorum;4;4.456338407
2;32;257;Ziziphus joazeiro;5;10.31324031
2;32;258;Lachesiodendron viridiflorum;4;9.358310654
2;32;259;Lachesiodendron viridiflorum;4;5.729577951
2;32;260;Dalbergia cearensis;4;4.456338407
2;32;261;Dalbergia cearensis;4;5.602253997
2;32;262;Dalbergia cearensis;3;6.238873769
2;32;263;Tabaroa caatingicola;3;4.679155327
2;32;264;Lachesiodendron viridiflorum;4;9.358310654
2;32;265;Zanthoxylum hamadryadicum;3;3.501408748
2;32;266;Dalbergia cearensis;3;4.456338407
2;32;267;Luetzelburgia bahiensis;5;7.002817496
2;32;268;morta;3;6.270704758
2;32;269;Dalbergia cearensis;3;4.520000384
2;32;270;Guapira opposita;5;12.28676161
2;32;270;Guapira opposita;5;10.88619811
2;32;270;Guapira opposita;5;8.912676813
2;32;271;Erythroxylum laetevirens;4;4.710986316
2;32;271;Erythroxylum laetevirens;4;8.05324012
2;32;271;Erythroxylum laetevirens;4;5.793239929
2;32;271;Erythroxylum laetevirens;4;5.092958179
2;32;272;Lachesiodendron viridiflorum;4;7.957747155
2;32;272;Lachesiodendron viridiflorum;4;10.18591636
2;32;273;Aspidosperma pyrifolium;2;3.501408748
2;32;274;Erythroxylum laetevirens;3;5.793239929
2;32;275;Tabaroa caatingicola;4;5.029296202
2;32;276;Dalbergia cearensis;4;6.366197724
2;32;277;Dalbergia cearensis;4;5.729577951
2;32;278;Erythroxylum laetevirens;4;6.366197724
2;32;279;Zanthoxylum hamadryadicum;5;5.888732894
2;32;280;Dalbergia cearensis;5;9.390141642
2;32;281;Erythroxylum laetevirens;4;4.13802852
2;32;282;Eugenia sp.1;5;7.002817496
2;32;283;Lachesiodendron viridiflorum;3;3.501408748
2;32;284;Lachesiodendron viridiflorum;4;7.957747155
2;32;284;Lachesiodendron viridiflorum;4;4.774648293
2;32;285;Dalbergia cearensis;4;5.920563883
2;32;286;Apuleia leiocarpa;5.5;11.58647986
2;32;287;Dalbergia cearensis;5;4.774648293
2;32;288;Lachesiodendron viridiflorum;5;11.20450799
2;32;289;Zanthoxylum hamadryadicum;4;6.716338598
2;32;290;Dalbergia cearensis;6;11.84112777
2;32;291;Zanthoxylum hamadryadicum;4;8.721690881
2;32;292;Albizia polycephala;4;4.997465213
2;32;293;Zanthoxylum hamadryadicum;4;6.207042781
2;32;294;Lachesiodendron viridiflorum;4;5.888732894
2;32;295;Lachesiodendron viridiflorum;3;4.201690498
2;32;296;Tabaroa caatingicola;4;3.978873577
2;32;297;morta;2;12.73239545
2;32;298;Zanthoxylum hamadryadicum;4;5.793239929
2;32;299;morta;2;9.803944494
2;32;300;Zanthoxylum hamadryadicum;3;3.819718634
2;32;301;Lachesiodendron viridiflorum;4;10.82253613
2;32;301;Lachesiodendron viridiflorum;4;8.912676813
2;32;302;Erythroxylum laetevirens;3.5;12.09577567
2;32;302;Erythroxylum laetevirens;3.5;7.957747155
2;32;302;Erythroxylum laetevirens;3.5;7.734930234
2;32;303;morta;4;5.092958179
2;32;304;Lachesiodendron viridiflorum;3;5.729577951
2;32;305;Neocalyptrocalyx longifolium;4;5.474930042
2;32;306;Aspidosperma pyrifolium;2.5;6.68450761
3;9;989;Senegalia tenuifolia;4.5;10.82253613
3;9;990;Senegalia tenuifolia;4;10.50422624
3;9;990;Senegalia tenuifolia;4;9.103662745
3;9;991;Senegalia tenuifolia;4;6.207042781
3;9;992;Senegalia tenuifolia;4.5;9.549296586
3;9;992;Senegalia tenuifolia;4.5;5.729577951
3;9;992;Senegalia tenuifolia;4.5;5.156620156
3;9;992;Senegalia tenuifolia;4.5;5.729577951
3;9;993;Senegalia tenuifolia;4;10.98169107
3;9;993;Senegalia tenuifolia;4;5.729577951
3;9;994;Senegalia tenuifolia;4;11.14084602
3;9;994;Senegalia tenuifolia;4;5.092958179
3;9;995;Senegalia tenuifolia;4;12.09577567
3;9;996;morta;3;6.366197724
3;9;997;Senegalia tenuifolia;4;11.77746579
3;9;997;Senegalia tenuifolia;4;9.230986699
3;9;998;Senegalia tenuifolia;4;6.68450761
3;9;998;Senegalia tenuifolia;4;6.047887837
3;9;999;Senegalia tenuifolia;4;10.82253613
3;9;1000;Senegalia tenuifolia;3;5.729577951
3;9;1001;Senegalia tenuifolia;4;5.092958179
3;9;1002;Senegalia tenuifolia;4.5;7.639437268
3;9;1003;Ziziphus joazeiro;4;6.047887837
3;9;1003;Ziziphus joazeiro;4;4.774648293
3;9;1003;Ziziphus joazeiro;4;3.978873577
3;9;1003;Ziziphus joazeiro;4;5.092958179
3;9;1004;Senegalia tenuifolia;4;7.321127382
3;9;1004;Senegalia tenuifolia;4;6.68450761
3;9;1004;Senegalia tenuifolia;4;7.957747155
3;9;1004;Senegalia tenuifolia;4;6.366197724
3;9;1005;Senegalia tenuifolia;4;9.549296586
3;9;1005;Senegalia tenuifolia;4;7.639437268
3;9;1005;Senegalia tenuifolia;4;8.371550007
3;9;1006;Senegalia tenuifolia;3;3.819718634
3;9;1007;Senegalia tenuifolia;4.5;12.41408556
3;9;1008;Senegalia tenuifolia;3;4.774648293
3;9;1009;Senegalia tenuifolia;3;6.366197724
3;9;1010;Senegalia tenuifolia;4;7.161972439
3;9;1011;Senegalia tenuifolia;4.5;10.82253613
3;9;1012;Senegalia tenuifolia;4;5.411268065
3;9;1013;Senegalia tenuifolia;4;9.549296586
3;9;1014;Senegalia tenuifolia;4;7.639437268
3;9;1014;Senegalia tenuifolia;4;7.002817496
3;9;1014;Senegalia tenuifolia;4;7.002817496
3;9;1015;Senegalia tenuifolia;3;6.366197724
3;9;1016;Senegalia tenuifolia;3;6.68450761
3;9;1017;Cordia trichotoma;2;4.456338407
3;9;1018;Ziziphus joazeiro;3;4.13802852
3;9;1018;Ziziphus joazeiro;3;5.411268065
3;9;1018;Ziziphus joazeiro;3;3.978873577
3;9;1018;Ziziphus joazeiro;3;4.13802852
3;9;1019;Ziziphus joazeiro;3;14.32394488
3;9;1019;Ziziphus joazeiro;3;12.73239545
3;9;1019;Ziziphus joazeiro;3;16.2338042
3;9;1019;Ziziphus joazeiro;3;11.14084602
3;9;1020;Cereus jamacaru;4;7.957747155
3;9;1020;Cereus jamacaru;4;8.912676813
3;9;1021;Pereskia bahiensis;4;7.639437268
3;9;1021;Pereskia bahiensis;4;7.480282325
3;9;1021;Pereskia bahiensis;4;6.270704758
3;9;1021;Pereskia bahiensis;4;4.13802852
3;9;1021;Pereskia bahiensis;4;5.888732894
3;9;1022;Lachesiodendron viridiflorum;4;14.32394488
3;9;1023;Senegalia tenuifolia;4;9.071831756
3;9;1023;Senegalia tenuifolia;4;7.957747155
3;10;1024;Senegalia tenuifolia;5;11.77746579
3;10;1024;Senegalia tenuifolia;5;8.467042972
3;10;1025;Senegalia tenuifolia;4;6.366197724
3;10;1025;Senegalia tenuifolia;4;5.856901906
3;10;1025;Senegalia tenuifolia;4;6.207042781
3;10;1025;Senegalia tenuifolia;4;5.092958179
3;10;1025;Senegalia tenuifolia;4;4.456338407
3;10;1026;Senegalia tenuifolia;4.5;12.22309963
3;10;1027;Senegalia tenuifolia;4;9.230986699
3;10;1028;Senegalia tenuifolia;4;5.092958179
3;10;1028;Senegalia tenuifolia;4;6.366197724
3;10;1029;Senegalia tenuifolia;4.5;8.276057041
3;10;1030;Senegalia tenuifolia;4.5;13.68732511
3;10;1031;Senegalia tenuifolia;4;9.390141642
3;10;1032;Senegalia tenuifolia;4.5;14.32394488
3;10;1032;Senegalia tenuifolia;4.5;15.27887454
3;10;1032;Senegalia tenuifolia;4.5;10.82253613
3;10;1033;Senegalia tenuifolia;4;3.819718634
3;10;1034;Senegalia tenuifolia;4;7.002817496
3;10;1035;Senegalia tenuifolia;4;6.366197724
3;10;1036;Senegalia tenuifolia;4;5.570423008
3;10;1036;Senegalia tenuifolia;4;5.092958179
3;10;1037;Senegalia tenuifolia;3.5;3.501408748
3;10;1038;Senegalia tenuifolia;4;4.13802852
3;10;1039;Senegalia tenuifolia;3.5;5.411268065
3;10;1040;Senegalia tenuifolia;3.5;3.501408748
3;10;1041;Senegalia tenuifolia;3;4.201690498
3;10;1042;morta;5;12.73239545
3;10;1043;morta;3.5;5.53859202
3;10;1044;Senegalia tenuifolia;3.5;3.819718634
3;10;1044;Senegalia tenuifolia;3.5;3.978873577
3;10;1045;Senegalia tenuifolia;3;8.276057041
3;10;1046;Senegalia tenuifolia;4.5;12.41408556
3;10;1047;Senegalia tenuifolia;4;8.276057041
3;10;1048;Senegalia tenuifolia;4;5.729577951
3;10;1048;Senegalia tenuifolia;4;5.665915974
3;10;1049;Senegalia tenuifolia;3;3.819718634
3;10;1049;Senegalia tenuifolia;3;4.13802852
3;10;1050;Senegalia tenuifolia;4.5;6.366197724
3;10;1050;Senegalia tenuifolia;4.5;7.480282325
3;11;1051;Senegalia tenuifolia;4;7.321127382
3;11;1051;Senegalia tenuifolia;4;7.002817496
3;11;1052;Senegalia tenuifolia;4;9.230986699
3;11;1052;Senegalia tenuifolia;4;5.092958179
3;11;1052;Senegalia tenuifolia;4;5.888732894
3;11;1053;Senegalia tenuifolia;4;5.729577951
3;11;1053;Senegalia tenuifolia;4;5.252113122
3;11;1053;Senegalia tenuifolia;4;4.13802852
3;11;1054;morta;3;8.276057041
3;11;1055;Senna spectabilis;6;17.18873385
3;11;1055;Senna spectabilis;6;14.96056465
3;11;1055;Senna spectabilis;6;11.4591559
3;11;1056;Senegalia tenuifolia;4;5.092958179
3;11;1056;Senegalia tenuifolia;4;3.819718634
3;11;1057;Senegalia tenuifolia;3;4.13802852
3;11;1058;Senegalia tenuifolia;3;9.549296586
3;11;1058;Senegalia tenuifolia;3;9.549296586
3;11;1058;Senegalia tenuifolia;3;7.321127382
3;11;1058;Senegalia tenuifolia;3;6.366197724
3;11;1059;Senegalia tenuifolia;4;8.276057041
3;11;1059;Senegalia tenuifolia;4;7.957747155
3;11;1059;Senegalia tenuifolia;4;6.525352667
3;11;1060;Lachesiodendron viridiflorum;5;20.6901426
3;11;1060;Lachesiodendron viridiflorum;5;18.14366351
3;11;1061;Senegalia tenuifolia;3;6.68450761
3;11;1061;Senegalia tenuifolia;3;4.61549335
3;11;1061;Senegalia tenuifolia;3;5.729577951
3;11;1062;Senegalia tenuifolia;4;7.480282325
3;11;1062;Senegalia tenuifolia;4;4.774648293
3;11;1062;Senegalia tenuifolia;4;4.456338407
3;11;1063;Senegalia tenuifolia;4.5;8.276057041
3;11;1064;Senegalia tenuifolia;3;3.988422874
3;11;1065;Senegalia tenuifolia;3;3.988422874
3;11;1066;Senegalia tenuifolia;3;11.10901503
3;11;1067;Senegalia tenuifolia;4;6.780000576
3;11;1068;Senegalia tenuifolia;3;4.297183463
3;11;1069;Senegalia tenuifolia;4;8.658028904
3;11;1070;Senegalia tenuifolia;3.5;6.843662553
3;11;1071;Senegalia tenuifolia;3;3.501408748
3;11;1072;Senegalia tenuifolia;3.5;4.360845441
3;11;1072;Senegalia tenuifolia;3.5;4.488169395
3;11;1073;Senegalia tenuifolia;4;6.175211792
3;11;1074;Senegalia tenuifolia;4;8.435211984
3;12;1075;Senegalia tenuifolia;4;6.207042781
3;12;1075;Senegalia tenuifolia;4;4.774648293
3;12;1075;Senegalia tenuifolia;4;5.188451145
3;12;1075;Senegalia tenuifolia;4;4.456338407
3;12;1076;Senegalia tenuifolia;4;5.729577951
3;12;1076;Senegalia tenuifolia;4;4.901972247
3;12;1076;Senegalia tenuifolia;4;3.9152116
3;12;1076;Senegalia tenuifolia;4;3.183098862
3;12;1077;Senegalia tenuifolia;4;3.819718634
3;12;1077;Senegalia tenuifolia;4;4.297183463
3;12;1077;Senegalia tenuifolia;4;3.183098862
3;12;1078;Senegalia tenuifolia;4;10.18591636
3;12;1079;Senegalia tenuifolia;4;8.403380995
3;12;1080;Senegalia tenuifolia;3;3.183098862
3;12;1081;Senegalia tenuifolia;4.5;10.88619811
3;12;1081;Senegalia tenuifolia;4.5;9.708451529
3;12;1081;Senegalia tenuifolia;4.5;11.4591559
3;12;1082;morta;4.5;15.91549431
3;12;1083;Ziziphus joazeiro;5;11.77746579
3;12;1083;Ziziphus joazeiro;5;9.549296586
3;12;1083;Ziziphus joazeiro;5;4.13802852
3;12;1084;Senegalia tenuifolia;4;5.729577951
